InvoiceDetailID,InvoiceID,ProductID,QuantitySold,SellingPrice,TotalPrice
2132,877,1,1.89,23830,45038.7
2133,877,2,4.39,22910,100574.9
2134,878,1,3.98,23830,94843.4
2135,878,2,3.85,22910,88203.5
2136,879,1,15.85,23830,377705.5
2137,879,2,16.97,22910,388782.7
2138,879,3,8.89,20790,184823.1
2139,880,1,3.92,23830,93413.6
2140,880,2,1.66,22910,38030.6
2141,881,1,10.76,23830,256410.8
2142,881,2,12.6,22910,288666.0
2143,881,3,14.69,20790,305405.1
2144,882,1,3.45,23830,82213.5
2145,882,2,14.75,22910,337922.5
2146,882,3,3.73,20790,77546.7
2147,883,1,10.15,23830,241874.5
2148,883,2,6.26,22910,143416.6
2149,883,3,2.33,20790,48440.7
2150,884,1,9.43,23830,224716.9
2151,884,2,11.84,22910,271254.4
2152,884,3,3.71,20790,77130.9
2153,885,1,3.18,23830,75779.40000000001
2154,885,2,1.41,22910,32303.1
2890,1185,1,1.02,23830,24306.6
2891,1185,2,3.17,22910,72624.7
2892,1186,1,3.02,23830,71966.6
2893,1186,2,14.04,22910,321656.4
2894,1186,3,4.7,20790,97713.0
2895,1187,1,2.99,23830,71251.70000000001
2896,1187,2,4.35,22910,99658.5
2897,1188,1,10.51,23830,250453.3
2898,1188,2,10.44,22910,239180.4
2899,1188,3,5.88,20790,122245.2
2900,1189,1,2.49,23830,59336.7
2901,1189,2,8.71,22910,199546.1
2902,1189,3,3.59,20790,74636.09999999999
2903,1190,1,6.62,23830,157754.6
2904,1190,2,18.84,22910,431624.4
2905,1190,3,11.63,20790,241787.7
2906,1191,1,3.41,23830,81260.3
2907,1191,2,3.42,22910,78352.2
2908,1192,1,12.04,23830,286913.19999999995
2909,1192,2,11.21,22910,256821.1
2910,1192,3,3.86,20790,80249.4
2911,1193,1,2.51,23830,59813.3
2912,1193,2,3.95,22910,90494.5
2913,1194,1,1.51,23830,35983.3
2914,1194,2,1.8,22910,41238.0
2915,1194,3,3.81,20790,79209.9
2916,1195,1,1.22,23830,29072.6
2917,1195,2,3.95,22910,90494.5
2918,1196,1,19.02,23830,453246.6
2919,1196,2,13.83,22910,316845.3
2920,1196,3,16.62,20790,345529.80000000005
2921,1197,1,1.63,23830,38842.9
2922,1197,2,3.31,22910,75832.1
2923,1198,1,8.45,23830,201363.5
2924,1198,2,11.75,22910,269192.5
2925,1198,3,8.53,20790,177338.69999999998
2926,1199,1,19.29,23830,459680.7
2927,1199,2,19.58,22910,448577.8
2928,1199,3,19.31,20790,401454.9
2929,1200,1,16.34,23830,389382.2
2930,1200,2,10.76,22910,246511.6
2931,1200,3,17.25,20790,358627.5
2932,1201,1,3.78,23830,90077.4
2933,1201,2,4.36,22910,99887.6
2934,1202,1,11.64,23830,277381.2
2935,1202,2,9.67,22910,221539.7
2936,1202,3,8.87,20790,184407.3
2937,1203,1,2.0,23830,47660.0
2938,1203,2,4.13,22910,94618.3
2939,1204,1,11.28,23830,268802.4
2940,1204,2,18.29,22910,419023.9
2941,1204,3,4.74,20790,98544.6
2942,1205,1,4.77,23830,113669.1
2943,1205,2,4.7,22910,107677.0
3634,1486,1,2.23,23830,53140.9
3635,1486,2,4.51,22910,103324.1
3636,1487,1,17.61,23830,419646.3
3637,1487,2,7.19,22910,164722.90000000002
3638,1487,3,17.51,20790,364032.9
3639,1488,1,8.29,23830,197550.7
3640,1488,2,17.06,22910,390844.6
3641,1488,3,3.39,20790,70478.1
3642,1489,1,15.07,23830,359118.10000000003
3643,1489,2,1.86,22910,42612.600000000006
3644,1489,3,9.64,20790,200415.6
3645,1490,1,4.89,23830,116528.7
3646,1490,2,3.48,22910,79726.8
3647,1491,1,2.93,23830,69821.90000000001
3648,1491,2,19.61,22910,449265.1
3649,1491,3,9.07,20790,188565.3
3650,1492,1,13.71,23830,326709.30000000005
3651,1492,2,2.79,22910,63918.9
3652,1492,3,2.11,20790,43866.9
3653,1493,1,17.94,23830,427510.2
3654,1493,2,6.26,22910,143416.6
3655,1493,3,2.07,20790,43035.3
3656,1494,1,1.65,23830,39319.5
3657,1494,2,5.1,22910,116841.0
3658,1494,3,9.41,20790,195633.9
3659,1495,1,2.12,23830,50519.600000000006
3660,1495,2,1.64,22910,37572.4
3661,1496,1,2.67,23830,63626.1
3662,1496,2,4.08,22910,93472.8
3663,1497,1,10.36,23830,246878.8
3664,1497,2,9.96,22910,228183.6
3665,1497,3,12.77,20790,265488.3
3666,1498,1,1.43,23830,34076.9
3667,1498,2,4.97,22910,113862.7
3668,1499,1,4.22,23830,100562.6
3669,1499,2,3.82,22910,87516.2
3670,1500,1,4.38,23830,104375.4
3671,1500,2,4.09,22910,93701.9
3672,1501,1,13.02,23830,310266.6
3673,1501,2,14.07,22910,322343.7
3674,1501,3,4.56,20790,94802.4
3675,1502,1,1.62,23830,38604.600000000006
3676,1502,2,1.57,22910,35968.700000000004
4355,1781,1,11.95,23830,284768.5
4356,1781,2,5.62,22910,128754.2
4357,1781,3,14.19,20790,295010.1
4358,1782,1,3.15,23830,75064.5
4359,1782,2,2.65,22910,60711.5
4360,1783,1,2.7,23830,64341.00000000001
4361,1783,2,15.74,22910,360603.4
4362,1783,3,19.51,20790,405612.9
4363,1784,1,17.34,23830,413212.2
4364,1784,2,2.77,22910,63460.7
4365,1784,3,19.72,20790,409978.8
4366,1785,1,1.14,23830,27166.2
4367,1785,2,4.42,22910,101262.2
4368,1786,1,3.72,23830,88647.6
4369,1786,2,4.46,22910,102178.6
4370,1787,1,4.58,23830,109141.4
4371,1787,2,3.62,22910,82934.2
4372,1788,1,2.99,23830,71251.70000000001
4373,1788,2,4.37,22910,100116.7
4374,1789,1,4.44,23830,105805.2
4375,1789,2,11.49,22910,263235.9
4376,1789,3,17.42,20790,362161.8000000001
4377,1790,1,10.51,23830,250453.3
4378,1790,2,5.35,22910,122568.5
4379,1790,3,16.79,20790,349064.1
4380,1791,1,3.07,23830,73158.09999999999
4381,1791,2,3.72,22910,85225.20000000001
4382,1792,1,5.53,23830,131779.9
4383,1792,2,16.18,22910,370683.8
4384,1792,3,8.55,20790,177754.50000000003
4385,1793,1,19.25,23830,458727.5
4386,1793,2,6.91,22910,158308.1
4387,1793,3,7.93,20790,164864.69999999998
4388,1794,1,3.23,23830,76970.9
4389,1794,2,1.55,22910,35510.5
4390,1795,1,13.21,23830,314794.30000000005
4391,1795,2,18.15,22910,415816.5
4392,1795,3,15.62,20790,324739.8
4393,1796,1,6.04,23830,143933.2
4394,1796,2,10.91,22910,249948.1
4395,1796,3,11.68,20790,242827.2
4396,1797,1,4.5,23830,107235.0
4397,1797,2,2.88,22910,65980.8
4398,1798,1,2.67,23830,63626.1
4399,1798,2,3.88,22910,88890.8
4400,1799,1,1.82,23830,43370.6
4401,1799,2,2.89,22910,66209.90000000001
4402,1800,1,2.02,23830,48136.6
4403,1800,2,8.87,22910,203211.7
4404,1800,3,8.55,20790,177754.50000000003
4405,1801,1,2.54,23830,60528.2
4406,1801,2,3.07,22910,70333.7
4407,1802,1,8.06,23830,192069.8
4408,1802,2,19.5,22910,446745.0
4409,1802,3,13.1,20790,272349.0
4410,1803,1,4.9,23830,116767.0
4411,1803,2,16.35,22910,374578.50000000006
4412,1803,3,15.05,20790,312889.5
4413,1804,1,3.76,23830,89600.79999999999
4414,1804,2,19.84,22910,454534.4
4415,1804,3,1.06,20790,22037.4
4416,1805,1,1.64,23830,39081.2
4417,1805,2,3.39,22910,77664.90000000001
4418,1806,1,4.19,23830,99847.7
4419,1806,2,2.71,22910,62086.1
4420,1807,1,4.53,23830,107949.9
4421,1807,2,3.97,22910,90952.7
4422,1808,1,19.63,23830,467782.9
4423,1808,2,8.16,22910,186945.6
4424,1808,3,9.93,20790,206444.7
4425,1809,1,3.37,23830,80307.1
4426,1809,2,4.51,22910,103324.1
4427,1810,1,11.13,23830,265227.9
4428,1810,2,11.7,22910,268047.0
4429,1810,3,6.4,20790,133056.0
4430,1811,1,1.57,23830,37413.1
4431,1811,2,4.9,22910,112259.0
4432,1812,1,1.14,23830,27166.2
4433,1812,2,4.95,22910,113404.5
4434,1813,1,1.27,23830,30264.1
4435,1813,2,3.65,22910,83621.5
4436,1814,1,4.54,23830,108188.2
4437,1814,2,4.2,22910,96222.0
4438,1815,1,5.36,23830,127728.8
4439,1815,2,9.4,22910,215354.0
4440,1815,3,12.79,20790,265904.1
4441,1816,1,3.84,23830,91507.2
4442,1816,2,1.48,22910,33906.8
4443,1817,1,13.42,23830,319798.6
4444,1817,2,11.19,22910,256362.9
4445,1817,3,9.5,20790,197505.0
4446,1818,1,3.49,23830,83166.70000000001
4447,1818,2,10.19,22910,233452.9
4448,1818,3,10.14,20790,210810.6
4449,1819,1,10.21,23830,243304.3
4450,1819,2,19.72,22910,451785.2
4451,1819,3,10.25,20790,213097.5
4452,1820,1,10.19,23830,242827.7
4453,1820,2,19.39,22910,444224.9
4454,1820,3,11.54,20790,239916.6
4455,1821,1,1.36,23830,32408.800000000003
4456,1821,2,4.11,22910,94160.1
4457,1822,1,4.57,23830,108903.1
4458,1822,2,2.86,22910,65522.6
4459,1823,1,7.1,23830,169193.0
4460,1823,2,17.1,22910,391761.00000000006
4461,1823,3,15.07,20790,313305.3
4462,1824,1,3.59,23830,85549.7
4463,1824,2,9.79,22910,224288.9
4464,1824,3,17.87,20790,371517.3000000001
4465,1825,1,10.25,23830,244257.5
4466,1825,2,8.71,22910,199546.1
4467,1825,3,13.28,20790,276091.2
4468,1826,1,3.33,23830,79353.90000000001
4469,1826,2,1.48,22910,33906.8
4470,1827,1,2.16,23830,51472.8
4471,1827,2,3.02,22910,69188.2
4472,1828,1,3.23,23830,76970.9
4473,1828,2,1.58,22910,36197.8
4474,1829,1,1.07,23830,25498.1
4475,1829,2,15.31,22910,350752.10000000003
4476,1829,3,14.2,20790,295218.0
4477,1830,1,4.12,23830,98179.6
4478,1830,2,1.54,22910,35281.4
4479,1831,1,4.88,23830,116290.4
4480,1831,2,4.55,22910,104240.5
4481,1832,1,4.48,23830,106758.4
4482,1832,2,4.32,22910,98971.2
4483,1833,1,2.41,23830,57430.3
4484,1833,2,1.28,22910,29324.8
4485,1834,1,2.61,23830,62196.3
4486,1834,2,1.39,22910,31844.9
4487,1835,1,3.89,23830,92698.7
4488,1835,2,1.14,22910,26117.4
4489,1836,1,4.66,23830,111047.8
4490,1836,2,12.14,22910,278127.4
4491,1836,3,3.92,20790,81496.8
4492,1837,1,1.08,23830,25736.4
4493,1837,2,4.48,22910,102636.8
4494,1838,1,15.54,23830,370318.2
4495,1838,2,1.93,22910,44216.3
4496,1838,3,4.37,20790,90852.3
4497,1839,1,4.03,23830,96034.9
4498,1839,2,4.59,22910,105156.9
4499,1840,1,3.27,23830,77924.1
4500,1840,2,3.9,22910,89349.0
4501,1841,1,2.26,23830,53855.8
4502,1841,2,18.94,22910,433915.4
4503,1841,3,16.6,20790,345114.00000000006
4504,1842,1,1.77,23830,42179.1
4505,1842,2,2.77,22910,63460.7
4506,1843,1,1.2,23830,28596.0
4507,1843,2,1.58,22910,36197.8
4508,1844,1,9.87,23830,235202.1
4509,1844,2,2.34,22910,53609.4
4510,1844,3,19.85,20790,412681.50000000006
4511,1845,1,12.78,23830,304547.4
4512,1845,2,1.38,22910,31615.8
4513,1845,3,2.88,20790,59875.2
4514,1846,1,4.4,23830,104852.0
4515,1846,2,3.74,22910,85683.40000000001
4516,1847,1,1.04,23830,24783.2
4517,1847,2,1.31,22910,30012.1
4518,1848,1,2.45,23830,58383.50000000001
4519,1848,2,2.72,22910,62315.2
4520,1849,1,5.44,23830,129635.2
4521,1849,2,7.53,22910,172512.30000000002
4522,1849,3,11.97,20790,248856.3
4523,1850,1,1.71,23830,40749.3
4524,1850,2,2.61,22910,59795.1
4525,1851,1,13.88,23830,330760.4
4526,1851,2,12.31,22910,282022.10000000003
4527,1851,3,6.88,20790,143035.2
4528,1852,1,4.49,23830,106996.7
4529,1852,2,3.23,22910,73999.3
4530,1853,1,8.4,23830,200172.0
4531,1853,2,3.54,22910,81101.4
4532,1853,3,19.19,20790,398960.1
4533,1854,1,1.06,23830,25259.800000000003
4534,1854,2,2.73,22910,62544.3
4535,1855,1,4.76,23830,113430.8
4536,1855,2,1.36,22910,31157.6
4537,1856,1,3.68,23830,87694.40000000001
4538,1856,2,4.86,22910,111342.6
4539,1857,1,3.11,23830,74111.3
4540,1857,2,4.99,22910,114320.9
4541,1858,1,1.21,23830,28834.3
4542,1858,2,3.11,22910,71250.09999999999
4543,1859,1,14.38,23830,342675.4
4544,1859,2,2.48,22910,56816.8
4545,1859,3,1.62,20790,33679.8
4546,1860,1,3.48,23830,82928.4
4547,1860,2,2.31,22910,52922.1
4548,1861,1,18.07,23830,430608.1
4549,1861,2,3.43,22910,78581.3
4550,1861,3,7.0,20790,145530.0
4551,1862,1,5.31,23830,126537.3
4552,1862,2,2.48,22910,56816.8
4553,1862,3,17.37,20790,361122.3000000001
4554,1863,1,2.74,23830,65294.2
4555,1863,2,3.53,22910,80872.29999999999
9128,3741,1,4.05,23830,96511.5
9129,3741,2,1.33,22910,30470.300000000003
9130,3742,1,10.42,23830,248308.6
9131,3742,2,10.07,22910,230703.7
9132,3742,3,4.86,20790,101039.4
9133,3743,1,13.98,23830,333143.4
9134,3743,2,11.52,22910,263923.2
9135,3743,3,6.47,20790,134511.3
9136,3744,1,4.11,23830,97941.3
9137,3744,2,3.02,22910,69188.2
9138,3744,3,5.94,20790,123492.6
9139,3745,1,3.04,23830,72443.2
9140,3745,2,1.23,22910,28179.3
9141,3746,1,8.3,23830,197789.00000000003
9142,3746,2,9.37,22910,214666.7
9143,3746,3,14.94,20790,310602.6
9144,3747,1,3.32,23830,79115.59999999999
9145,3747,2,3.75,22910,85912.5
9146,3748,1,11.97,23830,285245.10000000003
9147,3748,2,17.74,22910,406423.4
9148,3748,3,5.88,20790,122245.2
9149,3749,1,5.33,23830,127013.9
9150,3749,2,7.23,22910,165639.30000000002
9151,3749,3,10.11,20790,210186.9
9152,3750,1,4.91,23830,117005.3
9153,3750,2,4.43,22910,101491.3
9154,3751,1,4.88,23830,116290.4
9155,3751,2,4.66,22910,106760.6
9156,3752,1,2.89,23830,68868.7
9157,3752,2,1.8,22910,41238.0
9158,3753,1,19.0,23830,452770.0
9159,3753,2,17.89,22910,409859.9
9160,3753,3,4.18,20790,86902.2
9161,3754,1,18.16,23830,432752.8
9162,3754,2,12.3,22910,281793.0
9163,3754,3,16.23,20790,337421.7
9164,3755,1,4.86,23830,115813.8
9165,3755,2,1.61,22910,36885.100000000006
9166,3756,1,18.1,23830,431323.00000000006
9167,3756,2,5.08,22910,116382.8
9168,3756,3,17.41,20790,361953.9
9169,3757,1,1.08,23830,25736.4
9170,3757,2,11.93,22910,273316.3
9171,3757,3,13.45,20790,279625.5
9172,3758,1,3.45,23830,82213.5
9173,3758,2,2.9,22910,66439.0
9174,3759,1,11.12,23830,264989.6
9175,3759,2,15.15,22910,347086.5
9176,3759,3,17.63,20790,366527.7
9177,3760,1,19.64,23830,468021.2
9178,3760,2,13.45,22910,308139.5
9179,3760,3,13.08,20790,271933.2
9180,3761,1,4.16,23830,99132.8
9181,3761,2,1.68,22910,38488.8
9182,3762,1,13.39,23830,319083.7
9183,3762,2,11.92,22910,273087.2
9184,3762,3,11.81,20790,245529.9
9185,3763,1,3.64,23830,86741.2
9186,3763,2,2.36,22910,54067.6
9187,3764,1,12.69,23830,302402.7
9188,3764,2,2.81,22910,64377.1
9189,3764,3,16.21,20790,337005.9
9190,3765,1,12.47,23830,297160.10000000003
9191,3765,2,9.34,22910,213979.4
9192,3765,3,6.97,20790,144906.3
9193,3766,1,18.23,23830,434420.9
9194,3766,2,8.86,22910,202982.6
9195,3766,3,10.46,20790,217463.4
9196,3767,1,1.36,23830,32408.800000000003
9197,3767,2,2.12,22910,48569.2
9198,3768,1,3.23,23830,76970.9
9199,3768,2,1.37,22910,31386.7
9200,3769,1,2.56,23830,61004.8
9201,3769,2,2.75,22910,63002.5
9202,3770,1,18.36,23830,437518.8
9203,3770,2,7.36,22910,168617.6
9204,3770,3,2.77,20790,57588.3
9205,3771,1,15.22,23830,362692.6
9206,3771,2,12.12,22910,277669.19999999995
9207,3771,3,18.23,20790,379001.7
9208,3772,1,8.81,23830,209942.3
9209,3772,2,13.3,22910,304703.0
9210,3772,3,19.09,20790,396881.1
9211,3773,1,2.83,23830,67438.90000000001
9212,3773,2,1.77,22910,40550.7
9213,3774,1,4.5,23830,107235.0
9214,3774,2,11.03,22910,252697.3
9215,3774,3,15.44,20790,320997.6
9216,3775,1,18.86,23830,449433.8
9217,3775,2,18.3,22910,419253.0
9218,3775,3,12.44,20790,258627.6
9219,3776,1,1.03,23830,24544.9
9220,3776,2,1.94,22910,44445.4
9221,3777,1,3.94,23830,93890.2
9222,3777,2,1.81,22910,41467.1
9223,3778,1,18.02,23830,429416.6
9224,3778,2,15.87,22910,363581.7
9225,3778,3,18.65,20790,387733.5
9226,3779,1,2.14,23830,50996.2
9227,3779,2,2.23,22910,51089.3
9228,3780,1,16.6,23830,395578.00000000006
9229,3780,2,15.65,22910,358541.5
9230,3780,3,6.2,20790,128898.0
9231,3781,1,4.35,23830,103660.5
9232,3781,2,1.02,22910,23368.2
9233,3782,1,3.99,23830,95081.7
9234,3782,2,1.17,22910,26804.7
9235,3783,1,5.81,23830,138452.3
9236,3783,2,6.8,22910,155788.0
9237,3783,3,18.97,20790,394386.3
9238,3784,1,3.18,23830,75779.40000000001
9239,3784,2,2.7,22910,61857.00000000001
9240,3785,1,1.56,23830,37174.8
9241,3785,2,3.5,22910,80185.0
9242,3786,1,11.5,23830,274045.0
9243,3786,2,10.28,22910,235514.8
9244,3786,3,2.26,20790,46985.4
9245,3787,1,3.3,23830,78639.0
9246,3787,2,3.71,22910,84996.1
9247,3788,1,12.09,23830,288104.7
9248,3788,2,5.84,22910,133794.4
9249,3788,3,4.79,20790,99584.1
9250,3789,1,1.33,23830,31693.9
9251,3789,2,1.03,22910,23597.3
9252,3790,1,4.88,23830,116290.4
9253,3790,2,3.25,22910,74457.5
9254,3791,1,3.12,23830,74349.6
9255,3791,2,1.45,22910,33219.5
9256,3792,1,13.91,23830,331475.3
9257,3792,2,12.68,22910,290498.8
9258,3792,3,13.92,20790,289396.8
9259,3793,1,4.52,23830,107711.6
9260,3793,2,8.73,22910,200004.3
9261,3793,3,15.47,20790,321621.3
9262,3794,1,2.72,23830,64817.600000000006
9263,3794,2,2.89,22910,66209.90000000001
9264,3795,1,3.87,23830,92222.1
9265,3795,2,3.81,22910,87287.1
9266,3796,1,17.11,23830,407731.3
9267,3796,2,18.11,22910,414900.1
9268,3796,3,5.83,20790,121205.7
9269,3797,1,3.67,23830,87456.09999999999
9270,3797,2,1.4,22910,32074.0
9271,3798,1,3.79,23830,90315.7
9272,3798,2,1.92,22910,43987.2
9273,3799,1,2.92,23830,69583.59999999999
9274,3799,2,7.78,22910,178239.80000000002
9275,3799,3,7.03,20790,146153.7
9276,3800,1,3.02,23830,71966.6
9277,3800,2,3.54,22910,81101.4
9278,3801,1,1.05,23830,25021.5
9279,3801,2,1.93,22910,44216.3
9280,3802,1,18.79,23830,447765.7
9281,3802,2,18.01,22910,412609.1
9282,3802,3,13.03,20790,270893.7
9283,3803,1,2.16,23830,51472.8
9284,3803,2,1.06,22910,24284.6
9285,3804,1,4.42,23830,105328.6
9286,3804,2,1.21,22910,27721.1
9287,3805,1,2.13,23830,50757.9
9288,3805,2,2.67,22910,61169.7
9289,3806,1,2.33,23830,55523.9
9290,3806,2,3.43,22910,78581.3
9291,3807,1,2.1,23830,50043.0
9292,3807,2,3.65,22910,83621.5
9293,3808,1,1.81,23830,43132.3
9294,3808,2,4.26,22910,97596.6
9295,3809,1,3.77,23830,89839.1
9296,3809,2,3.36,22910,76977.59999999999
9297,3810,1,4.34,23830,103422.2
9298,3810,2,2.53,22910,57962.3
9299,3811,1,4.65,23830,110809.5
9300,3811,2,1.82,22910,41696.2
9301,3812,1,7.83,23830,186588.9
9302,3812,2,9.43,22910,216041.3
9303,3812,3,1.9,20790,39501.0
9304,3813,1,2.92,23830,69583.59999999999
9305,3813,2,2.9,22910,66439.0
9306,3814,1,4.07,23830,96988.1
9307,3814,2,1.36,22910,31157.6
9308,3815,1,13.83,23830,329568.9
9309,3815,2,16.15,22910,369996.5
9310,3815,3,17.46,20790,362993.4
9311,3816,1,9.74,23830,232104.2
9312,3816,2,7.59,22910,173886.9
9313,3816,3,16.78,20790,348856.2
9314,3817,1,1.55,23830,36936.5
9315,3817,2,4.57,22910,104698.7
9316,3818,1,1.19,23830,28357.7
9317,3818,2,11.63,22910,266443.30000000005
9318,3818,3,3.24,20790,67359.6
9319,3819,1,1.16,23830,27642.8
9320,3819,2,11.44,22910,262090.4
9321,3819,3,2.07,20790,43035.3
9322,3820,1,5.87,23830,139882.1
9323,3820,2,14.07,22910,322343.7
9324,3820,3,13.65,20790,283783.5
9325,3821,1,1.08,23830,25736.4
9326,3821,2,1.88,22910,43070.8
9327,3822,1,2.58,23830,61481.4
9328,3822,2,1.3,22910,29783.0
9329,3823,1,2.12,23830,50519.600000000006
9330,3823,2,1.15,22910,26346.5
9331,3824,1,3.7,23830,88171.0
9332,3824,2,4.5,22910,103095.0
9333,3825,1,1.74,23830,41464.2
9334,3825,2,10.61,22910,243075.1
9335,3825,3,4.53,20790,94178.7
9336,3826,1,4.73,23830,112715.9
9337,3826,2,2.76,22910,63231.6
9338,3827,1,4.83,23830,115098.9
9339,3827,2,2.7,22910,61857.00000000001
9340,3827,3,7.76,20790,161330.4
9341,3828,1,4.79,23830,114145.7
9342,3828,2,4.43,22910,101491.3
9343,3829,1,4.8,23830,114384.0
9344,3829,2,3.45,22910,79039.5
9345,3830,1,17.54,23830,417978.2
9346,3830,2,1.78,22910,40779.8
9347,3830,3,9.17,20790,190644.3
9348,3831,1,1.79,23830,42655.7
9349,3831,2,3.15,22910,72166.5
9350,3832,1,18.01,23830,429178.3000000001
9351,3832,2,10.48,22910,240096.8
9352,3832,3,1.19,20790,24740.1
9353,3833,1,4.38,23830,104375.4
9354,3833,2,4.52,22910,103553.2
9355,3834,1,4.21,23830,100324.3
9356,3834,2,2.16,22910,49485.600000000006
9357,3835,1,5.48,23830,130588.4
9358,3835,2,14.2,22910,325322.0
9359,3835,3,15.27,20790,317463.3
9360,3836,1,13.52,23830,322181.6
9361,3836,2,15.91,22910,364498.1
9362,3836,3,11.37,20790,236382.3
9363,3837,1,5.98,23830,142503.40000000002
9364,3837,2,17.44,22910,399550.4
9365,3837,3,7.67,20790,159459.3
9366,3838,1,1.61,23830,38366.3
9367,3838,2,1.6,22910,36656.0
9368,3839,1,3.43,23830,81736.90000000001
9369,3839,2,12.66,22910,290040.6
9370,3839,3,5.45,20790,113305.5
9371,3840,1,11.15,23830,265704.5
9372,3840,2,19.37,22910,443766.7
9373,3840,3,8.46,20790,175883.40000000002
14037,5760,1,3.66,23830,87217.8
14038,5760,2,3.68,22910,84308.8
14039,5761,1,16.91,23830,402965.3
14040,5761,2,9.94,22910,227725.4
14041,5761,3,8.36,20790,173804.4
14042,5762,1,1.7,23830,40511.0
14043,5762,2,10.83,22910,248115.3
14044,5762,3,17.36,20790,360914.4
14045,5763,1,14.98,23830,356973.4
14046,5763,2,15.44,22910,353730.4
14047,5763,3,7.92,20790,164656.8
14048,5764,1,18.06,23830,430369.8
14049,5764,2,19.23,22910,440559.3
14050,5764,3,17.75,20790,369022.5
14051,5765,1,10.79,23830,257125.7
14052,5765,2,12.61,22910,288895.1
14053,5765,3,11.58,20790,240748.2
14054,5766,1,12.58,23830,299781.4
14055,5766,2,7.78,22910,178239.80000000002
