TransactionID,TankID,QuantityIn,QuantityOut,RemainingQuantity,TransactionDate
1461,2,0.0,3.87,15993.03,2024-03-15 02:00:00
1462,1,0.0,3.96,15986.680000000002,2024-03-15 02:00:00
1463,2,0.0,16.75,15976.28,2024-03-15 02:00:00
1464,3,0.0,3.07,63996.93,2024-03-15 02:00:00
1465,1,0.0,4.83,15981.850000000002,2024-03-15 02:00:00
1466,2,0.0,2.4,15973.88,2024-03-15 02:00:00
1467,4,0.0,1.47,15991.27,2024-03-15 02:00:00
1468,5,0.0,3.81,7971.04,2024-03-15 02:00:00
1469,7,0.0,4.3,63975.18,2024-03-15 02:00:00
1470,8,0.0,1.2,15981.579999999998,2024-03-15 02:00:00
1471,10,0.0,4.34,15971.96,2024-03-15 02:00:00
1472,11,0.0,2.66,7975.570000000001,2024-03-15 02:00:00
1473,10,0.0,13.37,15958.59,2024-03-15 02:00:00
1474,11,0.0,15.99,7959.580000000001,2024-03-15 02:00:00
1475,12,0.0,15.08,31970.98,2024-03-15 02:00:00
1476,13,0.0,4.48,63979.78999999999,2024-03-15 02:00:00
1477,14,0.0,2.74,7972.860000000001,2024-03-15 02:00:00
1478,13,0.0,1.52,63978.27,2024-03-15 02:00:00
1479,14,0.0,4.79,7968.070000000001,2024-03-15 02:00:00
1480,22,0.0,4.38,7991.39,2024-03-15 02:00:00
1481,23,0.0,2.55,7991.49,2024-03-15 02:00:00
1482,22,0.0,2.89,7988.5,2024-03-15 02:00:00
1483,23,0.0,4.65,7986.84,2024-03-15 02:00:00
1484,25,0.0,3.02,63985.6,2024-03-15 02:00:00
1485,26,0.0,9.52,31964.24,2024-03-15 02:00:00
1486,27,0.0,19.09,7962.139999999999,2024-03-15 02:00:00
1487,25,0.0,7.12,63978.48,2024-03-15 02:00:00
1488,26,0.0,5.58,31958.66,2024-03-15 02:00:00
1489,27,0.0,14.66,7947.48,2024-03-15 02:00:00
1490,28,0.0,3.39,15968.48,2024-03-15 02:00:00
1491,29,0.0,1.82,7966.360000000001,2024-03-15 02:00:00
2116,4,0.0,2.06,15989.21,2024-03-15 03:00:00
2117,5,0.0,3.53,7967.51,2024-03-15 03:00:00
2118,4,0.0,8.86,15980.35,2024-03-15 03:00:00
2119,5,0.0,2.58,7964.93,2024-03-15 03:00:00
2120,6,0.0,5.17,7987.389999999999,2024-03-15 03:00:00
2121,4,0.0,1.07,15979.28,2024-03-15 03:00:00
2122,5,0.0,18.37,7946.56,2024-03-15 03:00:00
2123,6,0.0,16.16,7971.23,2024-03-15 03:00:00
2124,7,0.0,9.51,63965.67,2024-03-15 03:00:00
2125,8,0.0,2.64,15978.94,2024-03-15 03:00:00
2126,9,0.0,10.58,15982.62,2024-03-15 03:00:00
2127,7,0.0,1.36,63964.31,2024-03-15 03:00:00
2128,8,0.0,4.55,15974.39,2024-03-15 03:00:00
2129,7,0.0,7.83,63956.48,2024-03-15 03:00:00
2130,8,0.0,14.45,15959.94,2024-03-15 03:00:00
2131,9,0.0,5.87,15976.75,2024-03-15 03:00:00
2132,13,0.0,1.89,63976.38,2024-03-15 03:00:00
2133,14,0.0,4.39,7963.68,2024-03-15 03:00:00
2134,13,0.0,3.98,63972.4,2024-03-15 03:00:00
2135,14,0.0,3.85,7959.83,2024-03-15 03:00:00
2136,16,0.0,15.85,63968.28,2024-03-15 03:00:00
2137,17,0.0,16.97,63964.85,2024-03-15 03:00:00
2138,18,0.0,8.89,15970.39,2024-03-15 03:00:00
2139,16,0.0,3.92,63964.36,2024-03-15 03:00:00
2140,17,0.0,1.66,63963.19,2024-03-15 03:00:00
2141,16,0.0,10.76,63953.6,2024-03-15 03:00:00
2142,17,0.0,12.6,63950.59,2024-03-15 03:00:00
2143,18,0.0,14.69,15955.7,2024-03-15 03:00:00
2144,25,0.0,3.45,63975.03,2024-03-15 03:00:00
2145,26,0.0,14.75,31943.91,2024-03-15 03:00:00
2146,27,0.0,3.73,7943.75,2024-03-15 03:00:00
2147,28,0.0,10.15,15958.33,2024-03-15 03:00:00
2148,29,0.0,6.26,7960.1,2024-03-15 03:00:00
2149,30,0.0,2.33,15967.66,2024-03-15 03:00:00
2150,28,0.0,9.43,15948.9,2024-03-15 03:00:00
2151,29,0.0,11.84,7948.26,2024-03-15 03:00:00
2152,30,0.0,3.71,15963.95,2024-03-15 03:00:00
2153,28,0.0,3.18,15945.72,2024-03-15 03:00:00
2154,29,0.0,1.41,7946.85,2024-03-15 03:00:00
2890,1,0.0,1.02,15980.830000000002,2024-03-15 04:00:00
2891,2,0.0,3.17,15970.71,2024-03-15 04:00:00
2892,4,0.0,3.02,15976.26,2024-03-15 04:00:00
2893,5,0.0,14.04,7932.52,2024-03-15 04:00:00
2894,6,0.0,4.7,7966.53,2024-03-15 04:00:00
2895,4,0.0,2.99,15973.27,2024-03-15 04:00:00
2896,5,0.0,4.35,7928.17,2024-03-15 04:00:00
2897,10,0.0,10.51,15948.08,2024-03-15 04:00:00
2898,11,0.0,10.44,7949.140000000001,2024-03-15 04:00:00
2899,12,0.0,5.88,31965.1,2024-03-15 04:00:00
2900,10,0.0,2.49,15945.59,2024-03-15 04:00:00
2901,11,0.0,8.71,7940.430000000001,2024-03-15 04:00:00
2902,12,0.0,3.59,31961.51,2024-03-15 04:00:00
2903,13,0.0,6.62,63965.77999999999,2024-03-15 04:00:00
2904,14,0.0,18.84,7940.99,2024-03-15 04:00:00
2905,15,0.0,11.63,15976.61,2024-03-15 04:00:00
2906,13,0.0,3.41,63962.36999999999,2024-03-15 04:00:00
2907,14,0.0,3.42,7937.57,2024-03-15 04:00:00
2908,13,0.0,12.04,63950.32999999999,2024-03-15 04:00:00
2909,14,0.0,11.21,7926.36,2024-03-15 04:00:00
2910,15,0.0,3.86,15972.75,2024-03-15 04:00:00
2911,16,0.0,2.51,63951.09,2024-03-15 04:00:00
2912,17,0.0,3.95,63946.64,2024-03-15 04:00:00
2913,16,0.0,1.51,63949.58,2024-03-15 04:00:00
2914,17,0.0,1.8,63944.84,2024-03-15 04:00:00
2915,18,0.0,3.81,15951.89,2024-03-15 04:00:00
2916,16,0.0,1.22,63948.35999999999,2024-03-15 04:00:00
2917,17,0.0,3.95,63940.89,2024-03-15 04:00:00
2918,19,0.0,19.02,31980.98,2024-03-15 04:00:00
2919,20,0.0,13.83,15986.17,2024-03-15 04:00:00
2920,21,0.0,16.62,63983.38,2024-03-15 04:00:00
2921,19,0.0,1.63,31979.35,2024-03-15 04:00:00
2922,20,0.0,3.31,15982.86,2024-03-15 04:00:00
2923,19,0.0,8.45,31970.9,2024-03-15 04:00:00
2924,20,0.0,11.75,15971.11,2024-03-15 04:00:00
2925,21,0.0,8.53,63974.85,2024-03-15 04:00:00
2926,22,0.0,19.29,7969.21,2024-03-15 04:00:00
2927,23,0.0,19.58,7967.26,2024-03-15 04:00:00
2928,24,0.0,19.31,31980.69,2024-03-15 04:00:00
2929,22,0.0,16.34,7952.87,2024-03-15 04:00:00
2930,23,0.0,10.76,7956.5,2024-03-15 04:00:00
2931,24,0.0,17.25,31963.44,2024-03-15 04:00:00
2932,25,0.0,3.78,63971.25,2024-03-15 04:00:00
2933,26,0.0,4.36,31939.55,2024-03-15 04:00:00
2934,25,0.0,11.64,63959.61,2024-03-15 04:00:00
2935,26,0.0,9.67,31929.88,2024-03-15 04:00:00
2936,27,0.0,8.87,7934.88,2024-03-15 04:00:00
2937,28,0.0,2.0,15943.72,2024-03-15 04:00:00
2938,29,0.0,4.13,7942.72,2024-03-15 04:00:00
2939,28,0.0,11.28,15932.44,2024-03-15 04:00:00
2940,29,0.0,18.29,7924.43,2024-03-15 04:00:00
2941,30,0.0,4.74,15959.21,2024-03-15 04:00:00
2942,28,0.0,4.77,15927.669999999998,2024-03-15 04:00:00
2943,29,0.0,4.7,7919.73,2024-03-15 04:00:00
3634,1,0.0,2.23,15978.600000000002,2024-03-15 05:00:00
3635,2,0.0,4.51,15966.2,2024-03-15 05:00:00
3636,1,0.0,17.61,15960.990000000002,2024-03-15 05:00:00
3637,2,0.0,7.19,15959.009999999998,2024-03-15 05:00:00
3638,3,0.0,17.51,63979.42,2024-03-15 05:00:00
3639,1,0.0,8.29,15952.7,2024-03-15 05:00:00
3640,2,0.0,17.06,15941.95,2024-03-15 05:00:00
3641,3,0.0,3.39,63976.03,2024-03-15 05:00:00
3642,4,0.0,15.07,15958.2,2024-03-15 05:00:00
3643,5,0.0,1.86,7926.31,2024-03-15 05:00:00
3644,6,0.0,9.64,7956.889999999999,2024-03-15 05:00:00
3645,7,0.0,4.89,63951.59,2024-03-15 05:00:00
3646,8,0.0,3.48,15956.46,2024-03-15 05:00:00
3647,7,0.0,2.93,63948.66,2024-03-15 05:00:00
3648,8,0.0,19.61,15936.85,2024-03-15 05:00:00
3649,9,0.0,9.07,15967.68,2024-03-15 05:00:00
3650,7,0.0,13.71,63934.95,2024-03-15 05:00:00
3651,8,0.0,2.79,15934.059999999998,2024-03-15 05:00:00
3652,9,0.0,2.11,15965.57,2024-03-15 05:00:00
3653,16,0.0,17.94,63930.41999999999,2024-03-15 05:00:00
3654,17,0.0,6.26,63934.63,2024-03-15 05:00:00
3655,18,0.0,2.07,15949.820000000002,2024-03-15 05:00:00
3656,16,0.0,1.65,63928.76999999999,2024-03-15 05:00:00
3657,17,0.0,5.1,63929.53,2024-03-15 05:00:00
3658,18,0.0,9.41,15940.410000000002,2024-03-15 05:00:00
3659,19,0.0,2.12,31968.78,2024-03-15 05:00:00
3660,20,0.0,1.64,15969.47,2024-03-15 05:00:00
3661,22,0.0,2.67,7950.2,2024-03-15 05:00:00
3662,23,0.0,4.08,7952.42,2024-03-15 05:00:00
3663,22,0.0,10.36,7939.84,2024-03-15 05:00:00
3664,23,0.0,9.96,7942.46,2024-03-15 05:00:00
3665,24,0.0,12.77,31950.67,2024-03-15 05:00:00
3666,22,0.0,1.43,7938.41,2024-03-15 05:00:00
3667,23,0.0,4.97,7937.49,2024-03-15 05:00:00
3668,25,0.0,4.22,63955.39,2024-03-15 05:00:00
3669,26,0.0,3.82,31926.06,2024-03-15 05:00:00
3670,25,0.0,4.38,63951.01,2024-03-15 05:00:00
3671,26,0.0,4.09,31921.97,2024-03-15 05:00:00
3672,28,0.0,13.02,15914.649999999998,2024-03-15 05:00:00
3673,29,0.0,14.07,7905.660000000001,2024-03-15 05:00:00
3674,30,0.0,4.56,15954.65,2024-03-15 05:00:00
3675,28,0.0,1.62,15913.029999999995,2024-03-15 05:00:00
3676,29,0.0,1.57,7904.090000000001,2024-03-15 05:00:00
4355,1,0.0,11.95,15940.75,2024-03-15 06:00:00
4356,2,0.0,5.62,15936.329999999998,2024-03-15 06:00:00
4357,3,0.0,14.19,63961.84,2024-03-15 06:00:00
4358,1,0.0,3.15,15937.6,2024-03-15 06:00:00
4359,2,0.0,2.65,15933.679999999998,2024-03-15 06:00:00
4360,1,0.0,2.7,15934.9,2024-03-15 06:00:00
4361,2,0.0,15.74,15917.94,2024-03-15 06:00:00
4362,3,0.0,19.51,63942.33,2024-03-15 06:00:00
4363,1,0.0,17.34,15917.56,2024-03-15 06:00:00
4364,2,0.0,2.77,15915.169999999998,2024-03-15 06:00:00
4365,3,0.0,19.72,63922.60999999999,2024-03-15 06:00:00
4366,1,0.0,1.14,15916.42,2024-03-15 06:00:00
4367,2,0.0,4.42,15910.749999999998,2024-03-15 06:00:00
4368,1,0.0,3.72,15912.7,2024-03-15 06:00:00
4369,2,0.0,4.46,15906.29,2024-03-15 06:00:00
4370,1,0.0,4.58,15908.12,2024-03-15 06:00:00
4371,2,0.0,3.62,15902.669999999998,2024-03-15 06:00:00
4372,1,0.0,2.99,15905.13,2024-03-15 06:00:00
4373,2,0.0,4.37,15898.299999999996,2024-03-15 06:00:00
4374,1,0.0,4.44,15900.69,2024-03-15 06:00:00
4375,2,0.0,11.49,15886.809999999998,2024-03-15 06:00:00
4376,3,0.0,17.42,63905.19,2024-03-15 06:00:00
4377,1,0.0,10.51,15890.18,2024-03-15 06:00:00
4378,2,0.0,5.35,15881.459999999995,2024-03-15 06:00:00
4379,3,0.0,16.79,63888.4,2024-03-15 06:00:00
4380,1,0.0,3.07,15887.11,2024-03-15 06:00:00
4381,2,0.0,3.72,15877.739999999998,2024-03-15 06:00:00
4382,1,0.0,5.53,15881.58,2024-03-15 06:00:00
4383,2,0.0,16.18,15861.559999999998,2024-03-15 06:00:00
4384,3,0.0,8.55,63879.84999999999,2024-03-15 06:00:00
4385,4,0.0,19.25,15938.95,2024-03-15 06:00:00
4386,5,0.0,6.91,7919.400000000001,2024-03-15 06:00:00
4387,6,0.0,7.93,7948.959999999999,2024-03-15 06:00:00
4388,4,0.0,3.23,15935.72,2024-03-15 06:00:00
4389,5,0.0,1.55,7917.85,2024-03-15 06:00:00
4390,4,0.0,13.21,15922.510000000002,2024-03-15 06:00:00
4391,5,0.0,18.15,7899.700000000001,2024-03-15 06:00:00
4392,6,0.0,15.62,7933.339999999999,2024-03-15 06:00:00
4393,4,0.0,6.04,15916.47,2024-03-15 06:00:00
4394,5,0.0,10.91,7888.790000000001,2024-03-15 06:00:00
4395,6,0.0,11.68,7921.659999999999,2024-03-15 06:00:00
4396,4,0.0,4.5,15911.97,2024-03-15 06:00:00
4397,5,0.0,2.88,7885.910000000001,2024-03-15 06:00:00
4398,7,0.0,2.67,63932.28,2024-03-15 06:00:00
4399,8,0.0,3.88,15930.179999999998,2024-03-15 06:00:00
4400,7,0.0,1.82,63930.46,2024-03-15 06:00:00
4401,8,0.0,2.89,15927.29,2024-03-15 06:00:00
4402,7,0.0,2.02,63928.44,2024-03-15 06:00:00
4403,8,0.0,8.87,15918.419999999998,2024-03-15 06:00:00
4404,9,0.0,8.55,15957.02,2024-03-15 06:00:00
4405,7,0.0,2.54,63925.9,2024-03-15 06:00:00
4406,8,0.0,3.07,15915.35,2024-03-15 06:00:00
4407,7,0.0,8.06,63917.84,2024-03-15 06:00:00
4408,8,0.0,19.5,15895.85,2024-03-15 06:00:00
4409,9,0.0,13.1,15943.92,2024-03-15 06:00:00
4410,7,0.0,4.9,63912.94,2024-03-15 06:00:00
4411,8,0.0,16.35,15879.499999999998,2024-03-15 06:00:00
4412,9,0.0,15.05,15928.87,2024-03-15 06:00:00
4413,7,0.0,3.76,63909.18,2024-03-15 06:00:00
4414,8,0.0,19.84,15859.659999999998,2024-03-15 06:00:00
4415,9,0.0,1.06,15927.81,2024-03-15 06:00:00
4416,10,0.0,1.64,15943.95,2024-03-15 06:00:00
4417,11,0.0,3.39,7937.040000000001,2024-03-15 06:00:00
4418,10,0.0,4.19,15939.76,2024-03-15 06:00:00
4419,11,0.0,2.71,7934.330000000001,2024-03-15 06:00:00
4420,10,0.0,4.53,15935.23,2024-03-15 06:00:00
4421,11,0.0,3.97,7930.360000000001,2024-03-15 06:00:00
4422,10,0.0,19.63,15915.6,2024-03-15 06:00:00
4423,11,0.0,8.16,7922.200000000001,2024-03-15 06:00:00
4424,12,0.0,9.93,31951.58,2024-03-15 06:00:00
4425,10,0.0,3.37,15912.23,2024-03-15 06:00:00
4426,11,0.0,4.51,7917.69,2024-03-15 06:00:00
4427,10,0.0,11.13,15901.1,2024-03-15 06:00:00
4428,11,0.0,11.7,7905.990000000001,2024-03-15 06:00:00
4429,12,0.0,6.4,31945.18,2024-03-15 06:00:00
4430,13,0.0,1.57,63948.75999999999,2024-03-15 06:00:00
4431,14,0.0,4.9,7921.46,2024-03-15 06:00:00
4432,13,0.0,1.14,63947.61999999999,2024-03-15 06:00:00
4433,14,0.0,4.95,7916.51,2024-03-15 06:00:00
4434,13,0.0,1.27,63946.34999999999,2024-03-15 06:00:00
4435,14,0.0,3.65,7912.860000000001,2024-03-15 06:00:00
4436,13,0.0,4.54,63941.80999999999,2024-03-15 06:00:00
4437,14,0.0,4.2,7908.660000000001,2024-03-15 06:00:00
4438,13,0.0,5.36,63936.44999999999,2024-03-15 06:00:00
4439,14,0.0,9.4,7899.260000000001,2024-03-15 06:00:00
4440,15,0.0,12.79,15959.96,2024-03-15 06:00:00
4441,13,0.0,3.84,63932.60999999999,2024-03-15 06:00:00
4442,14,0.0,1.48,7897.780000000002,2024-03-15 06:00:00
4443,13,0.0,13.42,63919.19,2024-03-15 06:00:00
4444,14,0.0,11.19,7886.590000000002,2024-03-15 06:00:00
4445,15,0.0,9.5,15950.46,2024-03-15 06:00:00
4446,13,0.0,3.49,63915.7,2024-03-15 06:00:00
4447,14,0.0,10.19,7876.400000000002,2024-03-15 06:00:00
4448,15,0.0,10.14,15940.32,2024-03-15 06:00:00
4449,13,0.0,10.21,63905.49,2024-03-15 06:00:00
4450,14,0.0,19.72,7856.680000000002,2024-03-15 06:00:00
4451,15,0.0,10.25,15930.07,2024-03-15 06:00:00
4452,16,0.0,10.19,63918.57999999999,2024-03-15 06:00:00
4453,17,0.0,19.39,63910.14,2024-03-15 06:00:00
4454,18,0.0,11.54,15928.87,2024-03-15 06:00:00
4455,16,0.0,1.36,63917.21999999999,2024-03-15 06:00:00
4456,17,0.0,4.11,63906.03,2024-03-15 06:00:00
4457,16,0.0,4.57,63912.64999999999,2024-03-15 06:00:00
4458,17,0.0,2.86,63903.17,2024-03-15 06:00:00
4459,16,0.0,7.1,63905.54999999999,2024-03-15 06:00:00
4460,17,0.0,17.1,63886.07,2024-03-15 06:00:00
4461,18,0.0,15.07,15913.8,2024-03-15 06:00:00
4462,16,0.0,3.59,63901.95999999999,2024-03-15 06:00:00
4463,17,0.0,9.79,63876.28,2024-03-15 06:00:00
4464,18,0.0,17.87,15895.93,2024-03-15 06:00:00
4465,19,0.0,10.25,31958.53,2024-03-15 06:00:00
4466,20,0.0,8.71,15960.760000000002,2024-03-15 06:00:00
4467,21,0.0,13.28,63961.57,2024-03-15 06:00:00
4468,19,0.0,3.33,31955.2,2024-03-15 06:00:00
4469,20,0.0,1.48,15959.280000000002,2024-03-15 06:00:00
4470,19,0.0,2.16,31953.04,2024-03-15 06:00:00
4471,20,0.0,3.02,15956.260000000002,2024-03-15 06:00:00
4472,19,0.0,3.23,31949.81,2024-03-15 06:00:00
4473,20,0.0,1.58,15954.680000000002,2024-03-15 06:00:00
4474,19,0.0,1.07,31948.74,2024-03-15 06:00:00
4475,20,0.0,15.31,15939.370000000004,2024-03-15 06:00:00
4476,21,0.0,14.2,63947.37,2024-03-15 06:00:00
4477,19,0.0,4.12,31944.62,2024-03-15 06:00:00
4478,20,0.0,1.54,15937.830000000002,2024-03-15 06:00:00
4479,19,0.0,4.88,31939.74,2024-03-15 06:00:00
4480,20,0.0,4.55,15933.280000000002,2024-03-15 06:00:00
4481,19,0.0,4.48,31935.26,2024-03-15 06:00:00
4482,20,0.0,4.32,15928.960000000005,2024-03-15 06:00:00
4483,19,0.0,2.41,31932.85,2024-03-15 06:00:00
4484,20,0.0,1.28,15927.680000000002,2024-03-15 06:00:00
4485,19,0.0,2.61,31930.24,2024-03-15 06:00:00
4486,20,0.0,1.39,15926.290000000005,2024-03-15 06:00:00
4487,19,0.0,3.89,31926.35,2024-03-15 06:00:00
4488,20,0.0,1.14,15925.150000000003,2024-03-15 06:00:00
4489,19,0.0,4.66,31921.69,2024-03-15 06:00:00
4490,20,0.0,12.14,15913.010000000004,2024-03-15 06:00:00
4491,21,0.0,3.92,63943.45,2024-03-15 06:00:00
4492,19,0.0,1.08,31920.61,2024-03-15 06:00:00
4493,20,0.0,4.48,15908.530000000004,2024-03-15 06:00:00
4494,22,0.0,15.54,7922.87,2024-03-15 06:00:00
4495,23,0.0,1.93,7935.559999999999,2024-03-15 06:00:00
4496,24,0.0,4.37,31946.3,2024-03-15 06:00:00
4497,22,0.0,4.03,7918.84,2024-03-15 06:00:00
4498,23,0.0,4.59,7930.969999999999,2024-03-15 06:00:00
4499,22,0.0,3.27,7915.57,2024-03-15 06:00:00
4500,23,0.0,3.9,7927.07,2024-03-15 06:00:00
4501,22,0.0,2.26,7913.309999999999,2024-03-15 06:00:00
4502,23,0.0,18.94,7908.13,2024-03-15 06:00:00
4503,24,0.0,16.6,31929.7,2024-03-15 06:00:00
4504,22,0.0,1.77,7911.539999999999,2024-03-15 06:00:00
4505,23,0.0,2.77,7905.36,2024-03-15 06:00:00
4506,22,0.0,1.2,7910.339999999999,2024-03-15 06:00:00
4507,23,0.0,1.58,7903.78,2024-03-15 06:00:00
4508,25,0.0,9.87,63941.14,2024-03-15 06:00:00
4509,26,0.0,2.34,31919.63,2024-03-15 06:00:00
4510,27,0.0,19.85,7915.03,2024-03-15 06:00:00
4511,25,0.0,12.78,63928.36,2024-03-15 06:00:00
4512,26,0.0,1.38,31918.25,2024-03-15 06:00:00
4513,27,0.0,2.88,7912.15,2024-03-15 06:00:00
4514,25,0.0,4.4,63923.96,2024-03-15 06:00:00
4515,26,0.0,3.74,31914.509999999995,2024-03-15 06:00:00
4516,25,0.0,1.04,63922.92,2024-03-15 06:00:00
4517,26,0.0,1.31,31913.199999999997,2024-03-15 06:00:00
4518,25,0.0,2.45,63920.47,2024-03-15 06:00:00
4519,26,0.0,2.72,31910.479999999992,2024-03-15 06:00:00
4520,25,0.0,5.44,63915.03,2024-03-15 06:00:00
4521,26,0.0,7.53,31902.949999999997,2024-03-15 06:00:00
4522,27,0.0,11.97,7900.179999999999,2024-03-15 06:00:00
4523,25,0.0,1.71,63913.32,2024-03-15 06:00:00
4524,26,0.0,2.61,31900.339999999997,2024-03-15 06:00:00
4525,25,0.0,13.88,63899.44,2024-03-15 06:00:00
4526,26,0.0,12.31,31888.02999999999,2024-03-15 06:00:00
4527,27,0.0,6.88,7893.299999999999,2024-03-15 06:00:00
4528,25,0.0,4.49,63894.95,2024-03-15 06:00:00
4529,26,0.0,3.23,31884.799999999992,2024-03-15 06:00:00
4530,25,0.0,8.4,63886.55,2024-03-15 06:00:00
4531,26,0.0,3.54,31881.25999999999,2024-03-15 06:00:00
4532,27,0.0,19.19,7874.11,2024-03-15 06:00:00
4533,25,0.0,1.06,63885.490000000005,2024-03-15 06:00:00
4534,26,0.0,2.73,31878.52999999999,2024-03-15 06:00:00
4535,25,0.0,4.76,63880.73,2024-03-15 06:00:00
4536,26,0.0,1.36,31877.16999999999,2024-03-15 06:00:00
4537,25,0.0,3.68,63877.05,2024-03-15 06:00:00
4538,26,0.0,4.86,31872.30999999999,2024-03-15 06:00:00
4539,25,0.0,3.11,63873.94,2024-03-15 06:00:00
4540,26,0.0,4.99,31867.31999999999,2024-03-15 06:00:00
4541,25,0.0,1.21,63872.73,2024-03-15 06:00:00
4542,26,0.0,3.11,31864.20999999999,2024-03-15 06:00:00
4543,28,0.0,14.38,15898.649999999998,2024-03-15 06:00:00
4544,29,0.0,2.48,7901.6100000000015,2024-03-15 06:00:00
4545,30,0.0,1.62,15953.03,2024-03-15 06:00:00
4546,28,0.0,3.48,15895.169999999998,2024-03-15 06:00:00
4547,29,0.0,2.31,7899.300000000001,2024-03-15 06:00:00
4548,28,0.0,18.07,15877.1,2024-03-15 06:00:00
4549,29,0.0,3.43,7895.870000000001,2024-03-15 06:00:00
4550,30,0.0,7.0,15946.03,2024-03-15 06:00:00
4551,28,0.0,5.31,15871.79,2024-03-15 06:00:00
4552,29,0.0,2.48,7893.390000000001,2024-03-15 06:00:00
4553,30,0.0,17.37,15928.66,2024-03-15 06:00:00
4554,28,0.0,2.74,15869.05,2024-03-15 06:00:00
4555,29,0.0,3.53,7889.8600000000015,2024-03-15 06:00:00
9128,1,0.0,4.05,15877.53,2024-03-15 07:00:00
9129,2,0.0,1.33,15860.229999999998,2024-03-15 07:00:00
9130,1,0.0,10.42,15867.11,2024-03-15 07:00:00
9131,2,0.0,10.07,15850.159999999998,2024-03-15 07:00:00
9132,3,0.0,4.86,63874.98999999999,2024-03-15 07:00:00
9133,1,0.0,13.98,15853.13,2024-03-15 07:00:00
9134,2,0.0,11.52,15838.639999999998,2024-03-15 07:00:00
9135,3,0.0,6.47,63868.51999999999,2024-03-15 07:00:00
9136,1,0.0,4.11,15849.02,2024-03-15 07:00:00
9137,2,0.0,3.02,15835.619999999995,2024-03-15 07:00:00
9138,3,0.0,5.94,63862.57999999999,2024-03-15 07:00:00
